County,License_Number,Operation_Type,Establishment_Type,Entity_Name,DBA_Name,Street_Number,Street_Name,Address_Line_2,Address_Line_3,City,State,Zip_Code,Square_Footage,Latitude,Longitude
Albany,720644,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07708,601,SARATOGA ST,,,COHOES,NY,12047,2500,42.754424,-73.700539
Albany,734310,Store,A,GREEN ISLAND MART INC,GREEN ISLAND MART,165,PAINE STREET,,,GREEN ISLAND,NY,12183,1800,42.746003,-73.691984
Albany,720557,Store,JAC,"SAEED SADIQ, SAIKA NOREEN",19 STREET QUICK STOP,315,19TH STREET,,,WATERVLIET,NY,12189,1200,42.73063,-73.703443
Albany,724747,Store,JAC,SUNOCO RETAIL LLC,SUNOCO #2706,1465,WASHINGTON AVE,,,ALBANY,NY,12203,3000,42.690493,-73.821889
Albany,730927,Store,JAC,NAPREDAK LLC,KNOX STORE,2160,BERNE ALTAMONT RD,,,KNOX,NY,12107,700,nan,nan
Albany,720578,Store,A,ADIRONDACK S AND S LLC,NEWSSTAND,1,CROSSGATES MALL RD D 105,,,ALBANY,NY,12203,600,42.687038,-73.850605
Albany,724678,Store,JAC,SAUCY BOY LLC,SAUCY BOY,113,EVERETT RD,,,ALBANY,NY,12205,0,42.693853,-73.773554
Albany,734352,Store,JAC,N & M MART CORP,N & M MART,1348,CENTRAL AVENUE,,,ALBANY,NY,12205,0,42.70305,-73.816231
Albany,731013,Store,JAC,LITHIA ARMORY GARAGE LLC,ARMORY MINI MART,926,CENTRAL AVENUE,,,ALBANY,NY,12205,0,42.681304,-73.79143
Albany,724469,Store,JAC,SC OF UPSTATE NY INC,SMOKERS CHOICE,215,WESTERN AVE,,,ALBANY,NY,12203,2000,42.661759,-73.776924
Albany,724461,Store,JAC,EL PILON MARKET INC,EL PILON MARKET,179,S PEARL STREET,,,ALBANY,NY,12202,1500,42.644507,-73.755425
Albany,726475,Store,JAC,YEMLIHA KAYA,GULKAYA,4449,WESTERN TPKE,,,ALTAMONT,NY,12009,800,42.735034,-73.985823
Albany,732394,Store,A,WALGREEN EASTERN CO INC,RITE AID #04805,2463,US ROUTE 9W,,,RAVENA,NY,12143,10000,nan,nan
Albany,725030,Store,A,MANI PETROLINE INC,MANI PETROLINE,213,MAIN STREET,,,RAVENA,NY,12143,0,42.46927,-73.815353
Albany,720646,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07710,1358,NEW SCOTLAND RD,,,SLINGERLANDS,NY,12159,2500,42.639441,-73.854274
Albany,731050,Store,JAC,SHREE DAKSAH INC,PINE HILLS MARKET,504,HUDSON AVE,,,ALBANY,NY,12206,1200,42.661976,-73.780467
Albany,732390,Store,A,WALGREEN EASTERN CO INC,RITE AID #10684,933,LOUDON ROAD,,,LATHAM,NY,12110,8000,42.763655,-73.755404
Albany,724262,Store,JAC,TRI-CITY MART INC,TRI-CITY MART,125,MAIN ST,,,COHOES,NY,12047,1600,42.768765,-73.70083
Albany,732386,Store,A,WALGREEN EASTERN CO INC,RITE AID #10690,1901,2ND AVENUE,,,WATERVLIET,NY,12189,10500,42.73078,-73.701397
Albany,724230,Store,JAC,VIOSTRA HOLDINGS INC,ROUTE 20 CAFE,1823,WESTERN AVE,,,ALBANY,NY,12203,1200,42.69096,-73.868679
Albany,732385,Store,A,WALGREEN EASTERN CO INC,RITE AID #10692,911,CENTRAL AVENUE,,,ALBANY,NY,12206,10000,42.681478,-73.791629
Albany,732384,Store,A,WALGREEN EASTERN CO INC,RITE AID #10695,463,ALBANY SHAKER ROAD,,,ALBANY,NY,12211,10000,42.705369,-73.776379
Albany,732382,Store,A,WALGREEN EASTERN CO INC,RITE AID #10699,1215,TROY SCHENECTADY ROAD,,,LATHAM,NY,12110,12000,42.772845,-73.824616
Albany,732943,Store,JAC,ZACHAREWICZ SOODKANONG,SHORT AND STOUT TEA COM,1,CROSSGATES MALL RD #C218,,,ALBANY,NY,12203,863,42.687038,-73.850605
Albany,734447,Store,JAC,DEANNE SAPEL,ZOPALS CHEESECAKE,113,EVERETTE ROAD,,,ALBANY,NY,12211,0,42.693853,-73.773554
Albany,734371,Store,JAC,BRITO RICHARD,SE7EN DOMINICAN BODEGA,32,CENTRAL AVE,,,ALBANY,NY,12210,1200,42.657999,-73.764778
Albany,725598,Store,JAC,QUAIL STREET MARKET CORP,DEB'S MRKT & BEAUTY SUP,22,QUAIL ST,,,ALBANY,NY,12206,7000,42.668725,-73.768746
Albany,726258,Store,A,JAMIG LLC,BEEF JERKY OUTLET,640,NEW LOUDON RD STE 102,,,LATHAM,NY,12110,950,42.734074,-73.762289
Albany,732488,Store,JAC,42BC FOODS LLC,GENOA IMPORTING,435,LOUDON RD,,,ALBANY,NY,12211,1600,42.705749,-73.754651
Albany,726213,Store,JAC,BA'S BEES LLC,BA'S BEES,326,WATERVLIET-SHAKER ROAD,,,WATERVLIET,NY,12189,182,42.727161,-73.729446
Albany,726200,Store,JAC,SOUTH PEARL DELI & GROCERY INC,SOUTH PEARL DELI & GROC,267,S PEARL STREET,,,ALBANY,NY,12202,1200,42.64204,-73.756688
Albany,733102,Store,A,WALGREEN EASTERN CO INC,RITE AID #03334,310,S PEARL ST,,,ALBANY,NY,12202,0,42.64044,-73.757622
Albany,732612,Store,JAC,VIVUMITU LLC,MOBIL DELMAR,317,DELAWARE AVENUE,,,DELMAR,NY,12054,1500,42.624024,-73.827815
Albany,726060,Store,A,MADDOX JAMES,OPENING CONVIENT STORE,114A,QUAIL STREET,,,ALBANY,NY,12206,800,42.665813,-73.772871
Albany,725949,Store,JAC,NOHA MARKET LLC,DE LOS SANTOS MARKET,53,NORTH SWAN ST,,,ALBANY,NY,12210,1600,42.658999,-73.753427
Albany,720494,Store,JAC,SPEEDWAY LLC,SPEEDWAY #12205,156,WOLF RD,,,ALBANY,NY,12205,1200,42.720918,-73.803231
Albany,730645,Store,JAC,SAMMY'S TRADING CORP,SAMMY'S DELI,791,MADISON AVE,,,ALBANY,NY,12208,1900,42.659666,-73.780335
Albany,725743,Store,JAC,SHORTY DELI INC,SHORTY DELI,515,S PEARL ST,,,ALBANY,NY,12202,1200,42.635119,-73.76224
Albany,724922,Store,JAC,P S ALBANY FOOD MART,P S ALBANY FOOD,553,WASHINGTON AVE,,,ALBANY,NY,12206,2000,42.664735,-73.777103
Albany,730691,Store,JAC,NOCTURNAL COOKIES LLC,NOCTURNAL COOKIES,113,EVERETT,,,ALBANY,NY,12205,0,42.693853,-73.773554
Albany,724993,Store,A,MARRA'S PHARMACY INC,MARRA'S PHARMACY,217,REMSEN ST,,,COHOES,NY,12047,45000,42.771042,-73.700562
Albany,725597,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #1017,180,"DELAWARE AVE, DELAWARE PLAZA",,,DELMAR,NY,12054,3000,42.62889,-73.811645
Albany,725467,Store,A,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL 16872,1939,CENTRAL AVE,,,ALBANY,NY,12205,5500,42.73863,-73.85682
Albany,725448,Store,JAC,PRESTIGE PETROLEUM CORP,PRESTIGE PETROLEUM,791,NEW SCOTLAND AVE,,,ALBANY,NY,12208,1200,42.658259,-73.815081
Albany,730727,Store,JAC,RUNC SUPERMARKET INC,RUNC SUPERMARKET,462,TROY SCHENECTADY ROAD,,,LATHAM,NY,12110,2000,42.746593,-73.758163
Albany,725390,Store,A,ALBANY DOLLAR INC,DOLLAR N THINGS,1,CROSSGATES MALL RD,,,ALBANY,NY,12203,3000,42.687038,-73.850605
Albany,730735,Store,A,PERUNOVIC MIODRAG,MICKEYS CORNER,6,EMPIRE STATE PLAZA,,,ALBANY,NY,12228,0,nan,nan
Albany,734210,Store,A,M&M FOOD MART INC,M&M MART,591,BROADWAY,,,ALBANY,NY,12204,300,42.704332,-73.714362
Albany,725271,Store,JAC,MORAN FOODS LLC,SAVE A LOT #8035,612,CENTRAL AVE,,,ALBANY,NY,12206,16500,42.672911,-73.781815
Albany,720471,Store,JAC,CAPITAL AREA HOSPITALITY LLC,STEUBEN ST MARKET,58,N PEARL ST,,,ALBANY,NY,12207,0,42.651592,-73.751504
Albany,721942,Store,JAC,D.B. CORNER MART LLC,CORNER MART,91,SOUTHERN BLVD,,,ALBANY,NY,12209,1200,42.636808,-73.78367
Albany,723927,Store,JAC,ADVANCED FRESH CONCEPTS FRAN CORP,AFC SUSHI@ PRICE CHOPPE,2080,WESTERN AVE,,,GUILDERLAND,NY,12084,400,42.698502,-73.89159
Albany,725731,Store,JAC,SANG CHO,JANG TUH ASIAN GROCERY,724,NEW LOUDON RD,,,LATHAM,NY,12110,3000,42.740733,-73.762044
Albany,722623,Store,A,ALDI INC,ALDI #81,1885,CENTRAL AVENUE,,,ALBANY,NY,12205,1700,42.734676,-73.852306
Albany,732254,Store,JAC,7 ELEVEN INC,SUNOCO #40196H,57,EXCHANGE ST AT EVERETT,,,ALBANY,NY,12205,1100,42.685191,-73.783307
Albany,723246,Store,JAC,ALIBABA HALAL MEAT & GROCERIES LL,ALIBABA HALAL MEAT & GR,21,CENTRAL AVE,,,ALBANY,NY,12210,1500,42.657566,-73.764261
Albany,723051,Store,JAC,BENTO NOUVEAU INC,BENTO SUSHI,5239,WESTERN TPK,,,ALTAMONT,NY,12009,400,42.715686,-73.934476
Albany,723047,Store,JAC,BENTO NOUVEAU INC,BENTO SUSHI,180,DELAWARE AVE,,,DELMAR,NY,12054,400,42.62889,-73.811645
Albany,723046,Store,JAC,BENTO NOUVEAU INC,BENTO SUSHI,96,WOLF RD,,,ALBANY,NY,12205,400,42.716008,-73.810596
Albany,731463,Store,JAC,SHREE SANDERI INC,NOOR MART,1010,19TH STREET,,,WATERVLIET,NY,12189,1100,42.733018,-73.71175
Albany,723024,Store,JAC,E & D AFRICAN MARKET LLC,E & D AFRICAN MARKET,617,CENTRAL AVE,,,ALBANY,NY,12206,2000,42.673848,-73.782894
Albany,722893,Store,JAC,88 WOLF RD INC,WOLF RD MOBIL,88,WOLF RD,,,ALBANY,NY,12205,1500,42.715359,-73.81165
Albany,722820,Store,JAC,FELIPITO MERCEDES,CHICO CHICKEN DELI & GR,333,SOUTH PEARL ST,,,ALBANY,NY,12202,1500,42.640383,-73.757649
Albany,722740,Store,JAC,HELDERBERG MOUNTAIN BREWING COMPA,HELDERBERG MOUNTAIN BRE,141,WARNERS LAKE RD SUITE 1,,,EAST BERNE,NY,12059,800,42.630263,-74.078872
Albany,732040,Store,JAC,RAFIK DELI INC,RAFIK DELI,109,CENTRAL AVE,,,ALBANY,NY,12206,0,42.659806,-73.766843
Albany,723274,Store,JAC,BENTO NOUVEAU INC,BENTO SUSHI,579,TROY SCHENECTADY RD,,,LATHAM,NY,12110,100,42.752101,-73.766837
Albany,721638,Store,A,HARI & AADI CO,GARY COUNTRY FARM,821,NEW SCOTLAND AVE,,,ALBANY,NY,12208,2000,42.657939,-73.815329
Albany,732883,Store,JAC,DEEDEES NEWS & DELI LLC,COULSON'S NEWS & DELI,420,BROADWAY,,,ALBANY,NY,12207,2200,42.648564,-73.750777
Albany,722581,Store,JAC,D & L DREAMS,CHOPS & HOPS,1214,TROY SCHENECTADY ROAD,,,LATHAM,NY,12110,240,42.771902,-73.823151
Albany,734730,Store,A,BROOKS ANGELA,GEORGIAS SUGAR SHACK,50,WOLF ROAD,,,ALBANY,NY,12223,0,42.713167,-73.815194
Albany,734731,Store,A,BROOKS CAITLYN,KATIES PATH 2 SNACKS,160,STATE ST JUSTICE BLVD,,,ALBANY,NY,12223,600,nan,nan
Albany,734908,Store,JAC,HALAL SUPERMARKET INC,SHOP&SAVE HALAL SUPERMA,688D,NEW LOUDON RD,,,LATHAM,NY,12110,0,42.738083,-73.76217
Albany,731809,Store,JAC,SBINTZ SPENWOOD LLC,THE CHEESE TRAVELER,540,DELAWARE AVE  LEFT SIDE,,,ALBANY,NY,12209,1100,42.638603,-73.788523
Albany,734738,Store,JAC,A PINCH OR A POUND LLC,A PINCH OR A POUND ALBA,1,CROSSGATES MALL RD,,,ALBANY,NY,12203,0,42.687038,-73.850605
Albany,734739,Store,JAC,A PINCH OR A POUND LLC,A PINCH OR A POUND COLO,131,COLONIE CENTER,,,ALBANY,NY,12205,0,42.708249,-73.816464
Albany,722282,Store,JAC,SINDONIS COUNTRY DELI LLC,SIDONIS COUNTRY DELI,1080,SETTLES HILL RD,,,ALTAMONT,NY,12009,1032,42.748642,-74.045137
Albany,722162,Store,JAC,KUHAR FAMILY FARM LLC,KUHAR FAMILY FARM,26,CR 353,,,RENSSELAERVILLE,NY,12147,400,nan,nan
Albany,722121,Store,JAC,1095 LOUDON INC,BOGHT CORNERS MOBIL,1095,LOUDON ROAD,,,COHOES,NY,12047,3700,42.783249,-73.744483
Albany,722024,Store,A,FORTEEN STAR ENTERPRISES INC,CENTRAL AVE PHARMACY,346,CENTRAL AVENUE,,,ALBANY,NY,12206,2000,42.666051,-73.773972
Albany,732841,Store,JAC,GREEN ACRES OF NEW YORK LLC,GREEN ACRES OF NEW YORK,288,STATE ROUTE 143,,,WESTERLO,NY,12193,1500,nan,nan
Albany,734516,Store,JAC,DAILY STOP MARKET INC,DAILY STOP MARKET,131,CENTRAL AVE,,,ALBANY,NY,12206,1800,42.660412,-73.767535
Albany,734228,Store,JAC,7-ELEVEN INC,SUNOCO # 40429H,477,DELAWARE AVE,,,ALBANY,NY,12209,1600,42.639931,-73.784962
Albany,723925,Store,JAC,LWIN FAMILY CO,HISSHO SUSHI@ST PETERS,11949,MANNING BLVD,,,ALBANY,NY,12208,400,nan,nan
Albany,720761,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07892,951,LOUDON RD,,,LATHAM,NY,12110,3500,42.765321,-73.754852
Albany,723912,Store,JAC,SC OF MID HUDSON NY INC,SMOKERS CHOICE,448,SAND CREEK RD,,,ALBANY,NY,12205,1200,42.714458,-73.809966
Albany,723837,Store,JAC,HERNANDEZ HECTOR,OAXAQUENA TRIQUI,77,N LAKE AVE,,,ALBANY,NY,12206,1600,42.663325,-73.771783
Albany,720915,Store,JAC,SHAMOUNIAN BERJOUHI,NORAS GROCERY,143,TROY SCHENECTADY RD,,,WATERVLIET,NY,12189,1800,42.737338,-73.724922
Albany,720926,Store,JAC,CENTRAL TOWER GROCERY INC,CENTRAL TOWER GROCERY,438,CENTRAL AVENUE,,,ALBANY,NY,12206,0,42.668322,-73.776563
Albany,720955,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #06253,484,ALBANY SHAKER RD,,,ALBANY,NY,12211,10265,42.706611,-73.777165
Albany,734990,Store,JAC,KARIM RETAIL INC,QUAIL STREET MARKET & D,167,QUAIL STREET,,,ALBANY,NY,12203,0,42.662893,-73.776162
Albany,723798,Store,JAC,K AND K ALBANY INC,K AND K ALBANY,607,BROADWAY,,,WATERVLIET,NY,12189,1000,42.712511,-73.705255
Albany,723751,Store,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS #1697,1632A,CENTRAL AVE,,,ALBANY,NY,12205,0,42.719926,-73.835528
Albany,721326,Store,JAC,NAPREDAK LLC,FOX CREEK MARKET,1634,HELDERBERG TRAIL,,,BERNE,NY,12023,0,42.625194,-74.133972
Albany,731247,Store,JAC,MOHAMED-ALI ANWAR,DANNA MARKET,112,QUAIL STREET,,,ALBANY,NY,12206,2000,42.665928,-73.772687
Albany,731191,Store,JAC,ROUTE 20 BUTCHER AND DELI,ROUTE 20 BUTCHER AND DE,1800,WESTERN AVE,,,ALBANY,NY,12203,1800,42.690106,-73.865908
Albany,723664,Store,A,AL ASHWAL ABDULMOLLA A,LEXINGTON DELI & GROCER,55,LEXINGTON AVE,,,ALBANY,NY,12206,1600,42.66171,-73.765017
Albany,723531,Store,JAC,CENTRAL FOOD MART INC,CENTRAL FOOD MART,20,CENTRAL AVE,,,ALBANY,NY,12210,0,42.657551,-73.764242
Albany,723444,Store,JAC,CAPITAL CITY DELI & GROCERY INC,CAPITAL CITY DELI & GRO,26-30,N 3RD ST,,,ALBANY,NY,12204,3000,42.674065,-73.738555
Albany,721147,Store,A,FAMILY DOLLAR OF NY INC,FAMILY DOLLAR STORE #23,28,BROADWAY,,,ALBANY,NY,12204,5000,42.678399,-73.734185
Albany,721220,Store,JAC,FINNIGANS INC,R & S FINNIGANS,116,QUAIL ST,,,ALBANY,NY,12206,1800,42.665232,-73.773667
Albany,721225,Store,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR #31571,418,SOUTH PEARL STREET,,,ALBANY,NY,12202,4800,42.637266,-73.759808
Albany,731280,Store,JAC,MADISON GROCERY & DELI INC,MADISON GROCERY & DELI,130,MADISON AVE,,,ALBANY,NY,12202,1200,42.646052,-73.755891
Albany,732888,Store,JAC,SWEET BACON THERAPY LLC,SWEET BACON THERAPY,113,EVERETT ROAD,,,ALBANY,NY,12205,0,42.693853,-73.773554
Albany,731349,Store,JAC,MADISON MART INC,MADISON MART,145,MADISON AVE,,,ALBANY,NY,12202,2000,42.64629,-73.756657
Albany,734948,Store,JAC,SUSHI MARU EXPRESS INC,SUSHI MARU EXPRESS (FRE,664,NEW LOUDON RD,,,LATHAM,NY,12110,0,42.736131,-73.762267
Albany,723320,Store,A,PARK DOLLAR PLUS INC,PARK DOLLAR PLUS,351,ONTARIO ST,,,ALBANY,NY,12208,2000,42.658167,-73.784623
Albany,734514,Store,JAC,ABOALLRGAL CORPORATION,ONTARIO SUPER MARKET,46,ONTARIO ST,,,ALBANY,NY,12206,1500,42.670252,-73.771969
Albany,733149,Store,A,SPEEDWAY LLC,12110,719,NEW LOUDON RD,,,LATHAM,NY,12110,300,42.739618,-73.761949
Albany,727909,Store,JAC,RED-KAP SALES INC,1667 GENERAL STORE,1667,WESTERN AVENUE,,,ALBANY,NY,12203,2000,42.686553,-73.854665
Albany,730304,Store,JAC,FREEMAN DOUGLAS,FREEMAN FISH MARKET,381,SARATOGA ST,,,COHOES,NY,12047,1500,42.76352,-73.699799
Albany,727723,Store,JAC,ABDULMOLLA AL ASHWAL,LARK NEWS & GROCERY,252,LARK ST,,,ALBANY,NY,12210,1800,42.654182,-73.765911
Albany,730318,Store,JAC,SUSHIC EAST LLC,SUSHIC EAST (SHOPRITE #,41,VISTA BLVD,,,SLINGERLANDS,NY,12159,400,42.641191,-73.863049
Albany,727648,Store,A,DONIE TERESA,DMV NEWS,nan,NYS DMV CORE 3 SOUTH SWAN STREET#,,,ALBANY,NY,12223,300,nan,nan
Albany,729148,Store,JAC,STARBUCKS CORPORATION,TEAVANA #28442,1,CROSSGATES MALL RD #B213A,,,ALBANY,NY,12203,800,42.687038,-73.850605
Albany,720256,Store,JAC,DI CESARE JONATHAN,RYDER HOUSE KITCHEN,475,STATE STREET,,,ALBANY,NY,12203,0,42.658634,-73.769051
Albany,729156,Store,JAC,309 CENTRAL LLC,ALADDIN HALAL MARKET,309A,CENTRAL AVE,,,ALBANY,NY,12206,3000,42.664705,-73.772432
Albany,729016,Store,JAC,TRIPLE M MUSHROOM FARM INC,THE MUSHROOM MEN,2563,WESTERN AVE,,,ALTAMONT,NY,12009,800,42.713337,-73.929974
Albany,729702,Store,JAC,MIAMI MARKET LLC,MIAMI MARKET,515,WASHINGTON AVE,,,ALBANY,NY,12206,2250,42.663602,-73.775142
Albany,727347,Store,JAC,ROYAL KM INC,ROYAL KM,454,DELAWARE AVE,,,ALBANY,NY,12209,2000,42.640037,-73.784652
Albany,727298,Store,JAC,ALL THE WAY UP GROCERY,ALL THE WAY UP GROCERY,106,ONTARIO STREET,,,ALBANY,NY,12206,1500,42.667864,-73.77429
Albany,720213,Store,JAC,BREAKTHROUGH AFRICAN MARKET LLC,BREAKTHROUGH AFRICAN MA,309,CENTRAL AVE,,,ALBANY,NY,12206,5000,42.664705,-73.772432
Albany,729295,Store,JAC,CENTRAL MUNCHIES LLC,CENTRAL MUNCHIES,199,CENTRAL MUNCHIES LLC,,,ALBANY,NY,12206,1700,42.662082,-73.769428
Albany,733349,Store,JAC,FUJISAN FRANCHISING CORP,FUJISAN (INSIDE SAMS CL,579,TROY-SCHENECTADY RD STE 236,,,LATHAM,NY,12110,800,42.752101,-73.766837
Albany,720252,Store,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS #1694,30-40,ONTARIO ST,,,COHOES,NY,12047,4800,42.772326,-73.684735
Albany,730323,Store,JAC,SUSHIC EAST LLC,SUSHIC EAST (SHOPRITE #,1730,CENTRAL AVE,,,ALBANY,NY,12205,0,42.725615,-73.842007
Albany,728526,Store,JAC,MUNEER ABDO HAMOOD NAJI,GOLD STAR DELI & GROCER,437,S PEARL STREET,,,ALBANY,NY,12202,900,42.637565,-73.75947
Albany,735254,Store,JAC,7-ELEVEN INC,7-ELEVEN,477,DELAWARE AVE,,,ALBANY,NY,12209,0,42.639931,-73.784962
Albany,735256,Store,JAC,7-ELEVEN INC,A PLUS #40431H,902,LOUDON RD,,,LATHAM,NY,12110,0,42.757607,-73.757771
Albany,730124,Store,JAC,SHEBA DELICATESSEN & MARKET INC,SHEBA DELICATESSEN & MA,520,WASHINGTON AVE,,,ALBANY,NY,12203,1500,42.663628,-73.775187
Albany,720004,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07592,146,DELAWARE AVE,,,DELMAR,NY,12054,2400,42.62919,-73.809578
Albany,720078,Store,JAC,REDS SEAFOOD CO LLC,HOOKED SEAFOOD CO,1214,TROY SCHENECTADY RD,,,LATHAM,NY,12110,600,42.771902,-73.823151
Albany,728146,Store,JAC,CARROLL MATTHEW,CARROLL ENTERPRISES SIL,5868,STATE ROUTE 32,,,WESTERLO,NY,12193,2000,nan,nan
Albany,720089,Store,JAC,DELI QUEEN & GROCERY INC,DELI QUEEN & GROCERY,484,CLINTON AVE,,,ALBANY,NY,12206,1000,42.663959,-73.766792
Albany,727920,Store,JAC,S AND A TRADING USA INC,S AND A TRADING USA,109,WEST ST,,,ALBANY,NY,12206,3000,42.664543,-73.774272
Albany,735243,Store,JAC,7-ELEVEN INC,A PLUS #40417H,1465,WASHINGTON AVE,,,ALBANY,NY,12206,0,42.690493,-73.821889
Albany,720118,Store,JAC,MALOOK STORE INC,MALOOK STORE,1221,WESTERN AVE,,,ALBANY,NY,12203,0,42.676278,-73.822606
Albany,729938,Store,A,ALBANY MONNAT CORP,ALBANY MONNAT,415,RT 9W,,,GLENMONT,NY,12077,1500,42.601437,-73.792182
Albany,730179,Store,JAC,ALFONSO A. RAMOS INCORPORATED,R & A GROCERY,265,CENTRAL AVE,,,ALBANY,NY,12206,1200,42.663404,-73.770947
Albany,728729,Store,JAC,BONILLA GERDA,SABROSURA DELI & GROCER,57,CENTRAL AVE,,,ALBANY,NY,12206,1500,42.658735,-73.765619
Albany,728848,Store,JAC,RECORD TOWN INC,FYE #1677,120,WASHINGTON AVE EX C109,,,ALBANY,NY,12203,4425,42.654737,-73.759826
Albany,725195,Store,JAC,QURESHI'S PETROLEUM INC,SUNOCO,1029,WASHINGTON AVE,,,ALBANY,NY,12206,2000,42.675669,-73.796014
Albany,733109,Store,A,WALGREEN EASTERN CO INC,RITE AID #01031,581,CENTRAL AVE,,,ALBANY,NY,12206,10550,42.672142,-73.780898
Albany,730322,Store,JAC,SUSHIC EAST LLC,SUSHIC EAST (SHOPRITE #,709,CENTRAL AVE,,,ALBANY,NY,12206,400,42.676302,-73.785702
Albany,730131,Store,JAC,QUINN DELI AND GROCERY,QUINN DELI AND GROCERY,418,MADISON AVE,,,ALBANY,NY,12203,1600,42.652233,-73.767315
Albany,730464,Store,JAC,FAMILY DELI AND GROCERY OF ALBANY,FAMILY DELI AND GROCERY,37,CENTRAL AVE,,,ALBANY,NY,12210,1200,42.658163,-73.764966
Albany,726918,Store,JAC,HEALING MEALS LLC,HEALING MEALS,113,EVERETT RD,,,ALBANY,NY,12205,900,42.693853,-73.773554
Albany,726947,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #04874,1892,SUITE 10 CENTRAL AVE,,,ALBANY,NY,12205,5000,42.734747,-73.852388
Albany,720300,Store,JAC,AL AQSA MEAT AND GROCER IMPORT LL,AL AQSA MEAT AND GROCER,200,TROY SHCENECTADY RD,,,LATHAM,NY,12110,1200,42.739556,-73.735547
Albany,729481,Store,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS #1700,1159,TROY SCHENECTADY RD,,,LATHAM,NY,12110,0,42.769407,-73.819442
Albany,726991,Store,A,EXPRESS SAVING DISCOUNT STORE INC,EXPRESS SAVING DISCOUNT,255,NEW SCOTLAND AVE,,,ALBANY,NY,12208,1200,42.653044,-73.786682
Albany,733119,Store,A,HALAL SUPERMARKETS INC,HALAL SUPERMARKET,296-298,CENTRAL AVE,,,ALBANY,NY,12206,0,42.664654,-73.772375
Albany,727006,Store,JAC,SUNOCO RETAIL LLC,SUNOCO #7729,902,LOUDON ST,,,LATHAM,NY,12110,1800,42.757607,-73.757771
Albany,726861,Store,JAC,HOME MART INC,HOME MART,1348,CENTRAL AVENUE,,,ALBANY,NY,12205,1500,42.70305,-73.816231
Albany,727149,Store,JAC,GEORGES MARKET & NURSERY LLC,GEORGES MARKET & NURSER,957,WATERVLIET-SHAKER RD,,,ALBANY,NY,12205,3000,42.738797,-73.825272
Albany,730421,Store,JAC,MASHRAH AND HUSSEIN INC,SHORTSTOP,454,DELAWARE AVE,,,ALBANY,NY,12209,1800,42.640037,-73.784652
Albany,729107,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP #457,2000,2ND AVE,,,WATERVLIET,NY,12189,4000,42.730842,-73.701388
Albany,729571,Store,JAC,FLY BY FOOD MART INC,FLY BY FOOD MART,354,S PEARL ST,,,ALBANY,NY,12202,0,42.638707,-73.758459
Albany,735164,Store,JAC,FRESH NEIGHBORHOOD MARKET LLC,FRESH NEIGHBORHOOD MARK,16,JUDSON ST,,,ALBANY,NY,12206,0,42.664363,-73.765765
Albany,733112,Store,A,WALGREEN EASTERN CO INC,RITE AID #00661,2025,WESTERN AVE,,,ALBANY,NY,12203,0,42.697187,-73.886517
Albany,733113,Store,A,WALGREEN EASTERN CO INC,RITE AID #03331,308,ONTARIO STREET,,,COHOES,NY,12047,0,42.774188,-73.702664
Albany,10748,Store,JAC,SIRAJCO INC,SIRAJCO FOOD MARKET,199,COLUMBIA ST,,,COHOES,NY,12047,1200,42.771992,-73.71226
Albany,10569,Store,JAC,SALEH AMIN H,CLINTON DELI&GROCERY,413,CLINTON AVE,,,ALBANY,NY,12206,1400,42.662406,-73.764127
Albany,16066,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 406,1024,WATERVLIET SHAKER RD,,,ALBANY,NY,12205,2000,42.743273,-73.837437
Albany,10343,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 397,351,NORTHERN BLVD,,,ALBANY,NY,12204,2250,42.673062,-73.751109
Albany,10693,Store,A,WALGREEN EASTERN CO INC,WALGREENS 09154,1850,CENTRAL AVE,,,ALBANY,NY,12205,14000,42.732154,-73.849443
Albany,10681,Store,JAC,ABUZAID SADIK A,K & S DELI GROCERY,190,2ND AVE,,,ALBANY,NY,12202,1000,42.639212,-73.7696
Albany,10726,Store,JAC,LANSING ALBERT,LANSINGS FARM MARKET,204,LISHA KILL RD,,,NISKAYUNA,NY,12309,1200,42.761444,-73.85728
Albany,10727,Store,JAC,MIGUELS JEWELRY LLC,MIGUELS DELI & GROCERY,219,S PEARL ST,,,ALBANY,NY,12202,1800,42.643407,-73.755966
Albany,10814,Store,A,CVS ALBANY LLC,CVS PHARMACY #0417,885,CENTRAL AVE,,,ALBANY,NY,12206,13462,42.680263,-73.790241
Albany,10222,Store,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 159,1395,NEW SCOTLAND RD,,,SLINGERLANDS,NY,12159,80000,42.636568,-73.856367
