County,License_Number,Operation_Type,Establishment_Type,Entity_Name,DBA_Name,Street_Number,Street_Name,Address_Line_2,Address_Line_3,City,State,Zip_Code,Square_Footage,Latitude,Longitude
Nassau,283606,Store,JABC,UNCLE GIUSEPPES OF MASSAPEQUA INC,UNCLE GIUSEPPES MRKTPLC,37,HICKSVILLE RD,,,MASSAPEQUA,NY,11758,22000,40.668351,-73.475393
Nassau,704805,Store,A,2081 LDB CORP,THE BARN,2081,MERRICK RD,,,MERRICK,NY,11566,750,40.657544,-73.547143
Nassau,710680,Store,JAC,BARRAGE BREWING CO LLC,BARRAGE BREWING COMPANY,32,ALLEN BLVD STE E,,,FARMINGDALE,NY,11735,1350,40.715544,-73.424718
Nassau,712065,Store,JACDK,EAST COAST ROAST INC,EAST COAST ROAST,85C,SARATOGA BLVD,,,ISLAND PARK,NY,11558,2000,40.610013,-73.646496
Nassau,717656,Store,JAC,GG WOODMERE LLC,GOURMET GLATT,1030,RAILROAD AVE,,,WOODMERE,NY,11598,0,40.634042,-73.709823
Nassau,717242,Store,JAC,BRI LYN DESSERTS & DESIGNS LLC,BRI LYN DESSERTS & DESI,131,LINDEN AVE,,,WESTBURY,NY,11590,0,40.754426,-73.584471
Nassau,704840,Store,A,AQUATREE INC,RIO,979,PORT WASHINGTON BLVD,,,PORT WASHINGTON,NY,11050,2000,40.829876,-73.683972
Nassau,283041,Store,JAC,M&E GROCERY LLC,ELLIES DELI&GROCERY,10,JAMES BURRELL AVE,,,HEMPSTEAD,NY,11550,1200,40.71478,-73.614425
Nassau,718075,Store,JAC,SWEET PEA 1 CORP,SWEET PEA,1483,BROADWAY,,,HEWLETT,NY,11557,2000,40.643312,-73.695733
Nassau,283390,Store,A,NEWNJ CORPORATION,SUNOCO,549,JERICHO TPKE,,,MINEOLA,NY,11501,600,40.743952,-73.656734
Nassau,714685,Store,JAB,FISH NET OF FARMINGDALE CORP,FISH NET OF FARMINGDALE,918,S MAIN ST,,,FARMINGDALE,NY,11735,500,40.713839,-73.432656
Nassau,719408,Store,JAC,SAPO MEAT CORP,IDEAL FOOD BASKET,856-866,MERRICK RD,,,BALDWIN,NY,11510,0,40.650886,-73.610208
Nassau,719406,Store,JAC,LAZARS CHOCOLATE OF MANHASSET INC,LAZARS CHOCOLATE,350,WHEATLEY PLAZA,,,GREENVALE,NY,11548,900,40.808858,-73.62564
Nassau,705665,Store,JAC,MARISA & ANTHONY DELI INC,MEACHAM DELI,373,MEACHAM AVE,,,ELMONT,NY,11003,1000,40.697792,-73.690852
Nassau,715019,Store,JAC,BOLLA OPERATING LI CORP,BOLLA OPERATING LI,535,HEMPSTEAD TPKE,,,ELMONT,NY,11003,1500,40.708115,-73.707626
Nassau,715018,Store,A,AY HENDRICKSON INC,AY HENDRICKSON,2,HENDRICKSON AVE,,,LYNBROOK,NY,11563,1200,40.666188,-73.671395
Nassau,283607,Store,JAC,HICKSVILLE GAS CORP,BP SHOP,325,JERUSALEM AVE,,,HICKSVILLE,NY,11801,2000,40.754751,-73.520621
Nassau,719370,Store,JABC,STOP & SHOP SUPERMARKET CO LLC TH,STOP & SHOP #2577,905,ATLANTIC AVE,,,BALDWIN,NY,11510,46000,40.639784,-73.607471
Nassau,714668,Store,JAC,JAPNOUR INC,7 ELEVEN STORE #11181B,4350,MERRICK RD,,,MASSAPEQUA,NY,11758,1500,40.666657,-73.473149
Nassau,719369,Store,JABC,STOP & SHOP SUPERMARKET CO LLC TH,STOP & SHOP #2578,702,HICKSVILLE RD,,,MASSAPEQUA,NY,11758,21000,40.691852,-73.478197
Nassau,705606,Store,A,375 LDB CORP,375 LDB,375,WEST PARK AVE,,,LONG BEACH,NY,11561,1800,40.588565,-73.675292
Nassau,283596,Store,JAC,ORGANIC CORNER INC,ORGANIC CORNER,37,BROADWAY,,,MASSAPEQUA,NY,11758,1300,40.677766,-73.47071
Nassau,283524,Store,JAC,JVM MINIMART INC,FAST BREAK FOOD STORE,1066,MERRICK AVE,,,N MERRICK,NY,11566,1800,40.694571,-73.564842
Nassau,719728,Store,JAC,RF MINI MART INC,METRO MART,630,OLD COUNTRY RD,,,GARDEN CITY,NY,11530,0,40.7385,-73.613
Nassau,711200,Store,A,CREATIVE CANOPIES INC,MARSHALLS CREEK SPICES,3237,LONG BEACH RD,,,OCEANSIDE,NY,11572,1300,40.632448,-73.640777
Nassau,713686,Store,JAC,AHMAD SARDAR,7 ELEVEN STORE #36481A,69,FOREST AVE,,,GLEN COVE,NY,11542,2000,40.8721,-73.624557
Nassau,705612,Store,JAC,AMERICAN MINI MART INC,AMERICAN MINI MART,99,RAILROAD PLAZA SUITE 130,,,HICKSVILLE,NY,11801,700,nan,nan
Nassau,283521,Store,JAC,MANNIK INC,7-ELEVEN STORE 34229A,254,ELMONT RD,,,ELMONT,NY,11003,1500,40.698787,-73.714037
Nassau,717227,Store,JAC,7 ELEVEN INC,7 ELEVEN STORE #36469H,2099,GRAND AVE,,,BALDWIN,NY,11510,2000,40.658873,-73.608355
Nassau,283260,Store,A,CVS ALBANY LLC,CVS PHARMACY #6275,777,SOUTH OYSTER BAY RD,,,BETHPAGE,NY,11714,14400,40.762871,-73.500298
Nassau,283604,Store,JABC,BEST YET MARKETOF NEW HYDE PARK I,BEST YET #14,3350,HILLSIDE AVE,,,NEW HYDE PARK,NY,11040,20000,40.752984,-73.659355
Nassau,710891,Store,JAC,BAKED BY MELISSA LLC,BAKED BY MELISSA,630,OLD COUNTRY RD,,,GARDEN CITY,NY,11530,350,40.7385,-73.613
Nassau,717980,Store,JAC,GARVIES POINT BREWERY INC,MARK SCOROPOSKI,1,GARVIES POINT RD,,,GLEN COVE,NY,11542,0,40.859575,-73.641476
Nassau,717289,Store,JAC,POLO FOOD & DELI INC,POLO FOOD & DELI,512,FULTON AVE,,,HEMPSTEAD,NY,11550,1200,40.710254,-73.614021
Nassau,283392,Store,JAC,LEE BRANDON S,7-ELEVEN STORE 34241A,2901,HEMPSTEAD TPKE,,,LEVITTOWN,NY,11756,2200,40.724778,-73.528382
Nassau,283522,Store,JAC,MERRICK ROAD FOOD CORP,7-ELEVEN 34373A,200,E MERRICK RD,,,FREEPORT,NY,11520,1700,40.653777,-73.570775
Nassau,710920,Store,A,NEW LAKE STORE INC,BIG 99 CENT PLUS,1720,LAKEVILLE RD,,,NEW HYDE PARK,NY,11040,8000,40.743383,-73.693828
Nassau,714674,Store,JAC,7 ELEVEN INC,7 ELEVEN STORE #39267H,4222,SUNRISE HWY,,,MASSAPEQUA,NY,11758,2000,40.675888,-73.47473
Nassau,283037,Store,A,NITYAM GAS CORP,VALERO 135,1455,NEWBRIDGE RD,,,N BELLMORE,NY,11710,500,40.684215,-73.540143
Nassau,710976,Store,JAC,MJC CONFECTIONS LLC,HAMPTON POPCORN,999,SOUTH OYSTER BAY RD,,,BETHPAGE,NY,11714,50000,40.754612,-73.501126
Nassau,283391,Store,JAC,OH NUTS INC,OH NUTS,480,CENTRAL AVE,,,CEDARHURST,NY,11516,4000,40.62114,-73.72453
Nassau,283599,Store,JAC,CHOCOLATE PRINTING CO INC,CHOCOLOGRAPHY,50,INIP DR,,,INWOOD,NY,11096,10000,40.626826,-73.748762
Nassau,704991,Store,A,ANTANELLI LOUIS,LA PRODUCTIONS,3041,HEMPSTEAD TPK,,,LEVITTOWN,NY,11756,150,40.725042,-73.522932
Nassau,283598,Store,JAC,CAR CARE MANHASSET INC,MOBIL MART,1111,NORTHERN BLVD,,,MANHASSET,NY,11030,1000,40.789626,-73.704398
Nassau,714646,Store,JAC,OZEN MANAGEMENT COMPANY,USA FOOD MART,15,TULIP AVE,,,FLORAL PARK,NY,11001,1500,40.726754,-73.709234
Nassau,710904,Store,JAC,G Q S S CORP,SHIN NIPPON DO,63,MINEOLA AVE,,,ROSLYN HEIGHTS,NY,11577,1800,40.790086,-73.652606
Nassau,283428,Store,JAC,ELMONT GROCERY INC,YOUR FOOD&SNACK ZONE,1624,DUTCH BROADWAY,,,ELMONT,NY,11003,1500,nan,nan
Nassau,283096,Store,JAC,GMA CONFECTIONS CORP,SUNDAE PALACE,1115,JERICHO TPK,,,NEW HYDE PARK,NY,11040,1000,40.732776,-73.68443
Nassau,703050,Store,A,TRADER JOES EAST INC,TRADER JOES #550,910,OLD COUNTRY RD,,,GARDEN CITY,NY,11530,12900,40.745152,-73.604281
Nassau,283471,Store,A,PORT WASHINGTON TWIN PINES CMR AS,TWIN PINES THRIFT SHOP,382,MAIN ST,,,PORT WASHINGTON,NY,11050,1500,40.831342,-73.696315
Nassau,283780,Store,A,701 PROSPECT INC,KB DEPT STORE,701,PROSPECT AVE,,,WESTBURY,NY,11590,6000,40.761597,-73.574222
Nassau,716072,Store,JAC,GNG FOOD CORP,HARDY'S QUICKMART,242,GLEN COVE AVE,,,GLEN COVE,NY,11542,0,40.845444,-73.635438
Nassau,707245,Store,A,M&L CONVENIENCE STORE INC,BP SHOP,969,ATLANTIC AVE,,,BALDWIN,NY,11510,500,40.639968,-73.60649
Nassau,708925,Store,JAC,OMNIBIZ INTERNATIONAL LLC,SUPER D,357,NORTH MAIN ST,,,FREEPORT,NY,11520,2000,40.668991,-73.587627
Nassau,707209,Store,JACK,CENTERPORT PACKING CO INC,RIVERHEAD BEAN CO,485-17,S BROADWAY,,,HICKSVILLE,NY,11801,5000,nan,nan
Nassau,716097,Store,JAC,KITCHEN TABLE BAKERS INC,KITCHEN TABLE BAKERS,59,MARINE ST,,,FARMINGDALE,NY,11735,10000,40.714444,-73.422465
Nassau,283775,Store,JAC,KABOB SIR INC,EILAT MARKET,497,MIDDLE NECK RD,,,GREAT NECK,NY,11023,2000,40.800146,-73.734093
Nassau,283773,Store,JAC,FAST GASOLINE STATION INC,PETRO CONVENIENCE STORE,4305,AUSTIN BLVD,,,ISLAND PARK,NY,11558,700,40.604492,-73.650316
Nassau,283427,Store,JAC,M&S FRESH FISH INC,M&S FRESH FISH,71,"MAIN ST, UNIT B",,,HEMPSTEAD,NY,11550,900,40.708697,-73.624754
Nassau,283146,Store,JAC,LIGHTHOUSE DAIRY MART INC,LIGHTHOUSE DAIRY MART,2257,WANTAGH AVE,,,WANTAGH,NY,11793,1000,40.665602,-73.511205
Nassau,283425,Store,A,"TOYS ""R"" US DELAWARE INC","TOYS ""R"" US",300,W SUNRISE HWY,,,VALLEY STREAM,NY,11580,0,40.662661,-73.711389
Nassau,703159,Store,JAC,FAIRWAY WESTBURY LLC,FAIRWAY LIKE NO OTHER,1258,CORPORATE DRIVE,,,WESTBURY,NY,11590,69000,40.741346,-73.592055
Nassau,714092,Store,JAC,QWIK PICK BALDWIN INC,QWIK STOP,2169,GRAND AVE,,,BALDWIN,NY,11510,1000,40.657108,-73.60891
Nassau,283777,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #3490,1328,HICKSVILLE RD,,,NORTH MASSAPEQUA,NY,11758,3500,40.692912,-73.478992
Nassau,702958,Store,JAC,HEMPSTEAD FOOD & GROCERY INC,HEMPSTEAD FOOD GROCERY,58,MAIN ST,,,HEMPSTEAD,NY,11550,1200,40.708423,-73.624626
Nassau,712833,Store,JAC,MAIN STREET DELI NY CORP,MAIN STREET DELI NY,300,N MAIN ST,,,FREEPORT,NY,11520,1000,40.666882,-73.58711
Nassau,702884,Store,JAC,EAST MEADOW FOOD INC,7-ELEVEN FOOD STORE 254,331,MERRICK AVE,,,EAST MEADOW,NY,11554,1500,40.713937,-73.573141
Nassau,718258,Store,JAC,SEABREEZE FISH&SEAFOOD INC,SEABREEZE FISH@WB,605,WOODFIELD RD,,,WEST HEMPSTEAD,NY,11552,1200,40.688549,-73.651581
Nassau,707368,Store,JABCH,SWEET KARMA DESSERTS INC,SWEET KARMA DESSERTS,136,MANETTO HILL RD,,,PLAINVIEW,NY,11803,2000,40.783575,-73.472902
Nassau,283097,Store,A,WALGREEN EASTERN CO INC,WALGREENS #10728,2745,LONG BEACH RD,,,OCEANSIDE,NY,11572,10000,40.645009,-73.639005
Nassau,702896,Store,A,OHM SUPER RETAIL CORP,TOBACCO KING,101,GLEN COVE RD,,,GREENVALE,NY,11548,400,nan,nan
Nassau,708273,Store,JAC,CANELA NATALIO,JR GROCERY OF NY,103,CHURCH ST,,,FREEPORT,NY,11520,1000,40.653681,-73.581582
Nassau,283787,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #4935,168,GLEN COVE RD #C,,,CARLE PLACE,NY,11514,9200,40.745597,-73.617027
Nassau,708360,Store,JAC,GOOD GUYS PETROLEUM INC,GOOD GUYS PETROLEUM,940,S MAIN ST,,,FARMINGDALE,NY,11735,1000,40.711397,-73.429687
Nassau,283346,Store,A,WALGREEN EASTERN CO INC,WALGREENS #12082,15,OLD COUNTRY RD,,,WESTBURY,NY,11590,11058,40.747251,-73.592248
Nassau,283142,Store,JAC,GOODLUCK NEWS III INC,SUPER CONVENIENCE,665,MIDDLE NECK RD,,,GREAT NECK,NY,11023,1000,40.804587,-73.735215
Nassau,283432,Store,A,S&S GROCERY MART INC,FOUR CORNERS CONV STORE,403,MERRICK RD,,,OCEANSIDE,NY,11572,1200,40.653568,-73.626386
Nassau,708375,Store,JAC,ADAMZ DELI CORP,ADAMZ DELI,369,BABYLON TPKE,,,ROOSEVELT,NY,11575,1000,40.671766,-73.58001
Nassau,703101,Store,JAC,SUSHI HOUSE INC,SUSHI HOUSE@FAIRWAY,1260,CORPORATE DR,,,WESTBURY,NY,11590,250,40.74133,-73.591942
Nassau,718303,Store,JAC,EVANS FAMILY DELI CORP,EVANS FAMILY DELI,67,EVANS AVE,,,HEMPSTEAD,NY,11550,800,40.697989,-73.62698
Nassau,283431,Store,JAC,BOLLA OPERATING LI CORP,KINGS FREEPORT C-STORE,301,W MERRICK RD,,,FREEPORT,NY,11520,2000,40.65208,-73.59354
Nassau,283091,Store,JAC,DOMINICAN DELI INC,JOSE GROCERY,589,NASSAU RD,,,UNIONDALE,NY,11553,1200,40.694949,-73.605558
Nassau,707311,Store,JAC,1080 LONG BEACH FOOD LLC,KEY FOOD #1712,1080,W BEECH ST,,,LONG BEACH,NY,11561,6000,40.586011,-73.700455
Nassau,708870,Store,JAB,TRIGO LLC,TRIGO,351,HEMPSTEAD AVE,,,WEST HEMPSTEAD,NY,11552,1000,40.699605,-73.650778
Nassau,703270,Store,JABC,PICK QUICK FOODS INC,KEY FOOD 444,399,OCEAN AVE,,,ROCKVILLE CENTRE,NY,11570,30000,40.657549,-73.657319
Nassau,708733,Store,JAC,FABIOS DELI & GROCERY INC,FABIOS DELI GROCERY,499,CONKLYN ST,,,FARMINGDALE,NY,11735,1000,40.733427,-73.442035
Nassau,703552,Store,A,DEEP CONVENIENCE & STATIONERY INC,CONVENIENCE STORE,459,JERUSALEM AVE,,,UNIONDALE,NY,11553,1000,40.70173,-73.599999
Nassau,283760,Store,JABHK,ZUCKERBAKERS INC,ZUCKERBAKERS,2845,JERUSALEM AVE,,,WANTAGH,NY,11793,3000,40.691786,-73.526704
Nassau,707005,Store,JAC,TWO BROTHERS PROMOTIONS INC,EDIBLE ARRANGEMENTS 306,475,PORT WASHINGTON BLVD,,,PORT WASHINGTON,NY,11050,0,40.822863,-73.681717
Nassau,283153,Store,JAC,LOS NIETOS GROCERY CORP,TORRES SUPERMARKET,973,FRONT ST,,,UNIONDALE,NY,11553,5000,40.709352,-73.595063
Nassau,706974,Store,JABC,WALMART STORES EAST LP,WALMART #4184,3335,HEMPSTEAD TPKE,,,LEVITTOWN,NY,11756,49000,40.725929,-73.512566
Nassau,283422,Store,JAC,HEMPSTEAD FOOD CORP,MET FOOD,700,WOODFIELD RD,,,WEST HEMPSTEAD,NY,11552,10000,40.685767,-73.652488
Nassau,719649,Store,A,P K TRADING INC,PK SMOKE AND CARD STORE,254,E PARK AVENUE,,,LONG BEACH,NY,11561,1200,40.58844,-73.656459
Nassau,283763,Store,JAC,LV CHEESE INC,CURDS & WHEY,20,BIRCH HILL RD,,,LOCUST VALLEY,NY,11560,0,40.875603,-73.597227
Nassau,283756,Store,A,JERICHO SERVICE CENTER INC,GULF EXPRESS,98,JERICHO TPKE,,,JERICHO,NY,11753,600,40.78056,-73.559087
Nassau,713935,Store,JABC,GET HEALTHY AMERICA INC,PURE DESIGN FOODS,44,SEA CLIFF AVE,,,GLEN COVE,NY,11542,800,40.851742,-73.623809
Nassau,283088,Store,JAC,GRACES MARKETPLACE EAST LLC,GRACES MARKETPLACE LI,81,GLEN COVE RD,,,GREENVALE,NY,11548,11000,40.813862,-73.62694
Nassau,709843,Store,JAC,43 GLEN COVE INC,43 GLEN COVE,43,GLEN COVE AVE,,,GLEN COVE,NY,11542,800,40.862358,-73.633898
Nassau,708908,Store,A,RKP SERVICE INC,RKP SERVICE,225,WEST OLD COUNTRY RD,,,HICKSVILLE,NY,11801,1500,40.761507,-73.52899
Nassau,708912,Store,JAC,KJ & J FRUIT MARKET INC,FRUIT WAREHOUSE,33,SARATOGA BLVD,,,ISLAND PARK,NY,11558,3800,40.611101,-73.647959
Nassau,717742,Store,A,RONAK CONVENIENCE STORE INC,STATION EXPRESS,3149,LAWSON BLVD,,,OCEANSIDE,NY,11572,1000,40.634333,-73.653859
Nassau,716819,Store,JAC,MAMBO DELI INC,MAMBO DELI,907,NASSAU RD,,,UNIONDALE,NY,11553,2000,40.688935,-73.596611
Nassau,719172,Store,JAC,MEDFORD GAS INC,FOOD MART & CONVENIENCE,151,HEMPSTEAD AVE,,,WEST HEMPSTEAD,NY,11552,1200,40.702413,-73.643063
Nassau,716683,Store,JAC,CIGMA PETRO INC,CONOCO QUIK MART,2,JERICHO TPKE,,,MINEOLA,NY,11501,1000,40.751323,-73.634782
Nassau,709760,Store,A,DAIRY FARM STORES INC,DAIRY FARM STORES,909,BROADWAY,,,MASSAPEQUA,NY,11758,1000,nan,nan
Nassau,716758,Store,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS #1692,2962,LONG BEACH RD,,,OCEANSIDE,NY,11572,1500,40.638632,-73.639952
Nassau,718814,Store,JAC,LUIS M PENA,TROPICAL GARDEN GROCERY,22,BROOKLYN AVENUE,,,FREEPORT,NY,11520,1400,40.657355,-73.584763
Nassau,718754,Store,JAC,SWEET TREATZ LLC,SWEET TREATZ,65,SEA CLIFF AVE,,,SEA CLIFF,NY,11579,3000,40.849913,-73.638444
Nassau,708699,Store,JAC,NC MILK DELI INC,NC MILK DELI,1561,NORTH CENTRAL AVE,,,VALLEY STREAM,NY,11580,1000,40.677986,-73.709929
Nassau,716009,Store,JAC,SUSHI MEETING INC,SUSHI CONCESSION,478,PLAINVIEW RD,,,HICKSVILLE,NY,11801,500,40.76964,-73.502362
Nassau,703522,Store,JAC,FRESH FRUIT BOWL DELI CORP,FRESH FRUIT BOWL DELI,148,W PARK AVE,,,LONG BEACH,NY,11561,2000,40.588343,-73.668504
Nassau,718763,Store,JAC,VICTOR DELI & GROCERY INC,VICTOR DELI & GROCERY,148,HENRY ST,,,HEMPSTEAD,NY,11550,0,40.702487,-73.616008
Nassau,716038,Store,JAC,JS NEW LIME LITE INC,LIME LITE DELI,170,MIDDLE NECK RD,,,GREAT NECK,NY,11021,2000,40.792712,-73.732608
Nassau,718642,Store,JAC,AHMAD SARDAR,7-ELEVEN STORE # 34993A,128,N VILLAGE AVE,,,ROCKVILLE CENTRE,NY,11570,0,40.660944,-73.648222
Nassau,703427,Store,A,HEMAN ENTERPRISES INC,NOT JUST A NEWSTAND,1155,HEMPSTEAD TPK,,,FRANKLIN SQUARE,NY,11010,1250,40.708241,-73.683077
Nassau,703514,Store,JAC,JNJ CARIBBEAN FOODS INC,JNJ CARIBBEAN FOODS,33,MAIN ST STORE #2,,,HEMPSTEAD,NY,11550,1200,40.707366,-73.62412
Nassau,715984,Store,JAC,ROCKAWAY DELI MART INC,ROCKAWAY DELI MART,429,ROCKAWAY AVE,,,VALLEY STREAM,NY,11581,1200,40.658342,-73.701073
Nassau,708798,Store,JABC,HT MEAT & PRODUCE CORP,C-TOWN SUPERMARKET,445,S FRANKLIN ST,,,HEMPSTEAD,NY,11550,18000,40.692091,-73.622051
Nassau,712742,Store,JABC,FRESH GOURMET MARKET INC,KEY FOOD,1805,N CENTRAL AVE,,,VALLEY STREAM,NY,11580,22000,40.683205,-73.71418
Nassau,715942,Store,JAC,DHMAN CORP,DHMAN,148A,DOUGHTY BLVD,,,INWOOD,NY,11096,1000,40.615736,-73.746603
Nassau,283765,Store,JAC,MAJKS INC,7-ELEVEN STORE 34920A,1599,HILLSIDE AVE,,,NEW HYDE PARK,NY,11040,2600,40.748025,-73.685579
Nassau,283118,Store,JAC,TK GARDEN LLC,JASON DELI,505,PENINSULA BLVD,,,HEMPSTEAD,NY,11550,1800,40.699873,-73.628136
Nassau,283354,Store,A,FRANKLIN AVE SQUARE INC,99 CENTS ALWAYS,691,FRANKLIN AVE,,,FRANKLIN SQUARE,NY,11010,2000,40.689706,-73.685512
Nassau,283116,Store,JAC,KIM NI INC,KIMS SUSHI @ GRACE MKT,81,GLEN COVE RD,,,GREENVALE,NY,11548,200,40.813862,-73.62694
Nassau,716295,Store,JAC,DEL PALM INC,EDIBLE ARRANGEMENTS,681,FRANKLIN AVE,,,FRANKLIN SQUARE,NY,11010,0,40.689872,-73.685431
Nassau,712990,Store,JAC,Q&Z DEVELOPING CORPORATION,GULF EXPRESS,31,NORTHERN BLVD,,,GREAT NECK,NY,11021,900,40.773297,-73.733308
Nassau,283117,Store,JAC,SESEKA INC,NATURAL,140,7TH ST,,,GARDEN CITY,NY,11530,8000,40.724979,-73.635595
Nassau,719577,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07897,125,W SUNRISE HWY,,,FREEPORT,NY,11520,1200,40.656714,-73.586435
Nassau,283459,Store,JAC,177 LDB CORP,THE BARN,177,ATLANTIC AVE,,,FREEPORT,NY,11520,500,40.64577,-73.583937
Nassau,283439,Store,JAC,BISONO INC,RVC FOOD CENTER,6-8,SOUTH PARK AVE,,,ROCKVILLE CENTRE,NY,11570,1000,40.65592,-73.64542
Nassau,702478,Store,JAC,ARA MARKET INC,ARA MARKET,186,HEMPSTEAD AVENUE,,,LYNBROOK,NY,11563,800,40.663647,-73.670665
Nassau,283450,Store,A,SURBHI LLC,AMERICAN FOOD MART,530,FRANKLIN AVE,,,FRANKLIN SQUARE,NY,11010,500,40.693767,-73.683285
Nassau,713155,Store,A,BECKMAN ENTERPRISES INC,VILLAGE BEVERAGE,263,BAYVILLE AVE,,,BAYVILLE,NY,11709,1500,40.907176,-73.549438
Nassau,719329,Store,JAC,2485 GRAND FOODS LLC,GALAFRESH FARMS,2485,GRAND AVE,,,BALDWIN,NY,11510,0,40.649463,-73.612827
Nassau,716250,Store,JAC,RAFA DELI & GROCERY INC,RAFA DELI & GROCERY,666,FULTON AVE,,,HEMPSTEAD,NY,11550,1200,40.712079,-73.609296
Nassau,719579,Store,A,JYOT LLC,GRACEFUL NOTIONS,260,ROCKAWAY AVE,,,VALLEY STREAM,NY,11580,1000,40.660471,-73.700053
Nassau,707954,Store,JAC,CATALANO MEAT CORP,CATALANO MEAT,601,OLD COUNTRY RD,,,PLAINVIEW,NY,11803,300,40.771364,-73.493043
Nassau,719180,Store,JAC,EL CONTINENTAL DELI CORP,EL CONTINENTAL DELI,1142,FRONT ST,,,UNIONDALE,NY,11553,0,40.709948,-73.58824
Nassau,283797,Store,JAC,CNI MEAT & PRODUCE INC,FOOD WORLD,500,W MERRICK RD,,,VALLEY STREAM,NY,11580,20000,40.669371,-73.715163
Nassau,702468,Store,JAC,SULTAN CONVENIENCE INC,SULTAN CONVENIENCE,165,MAPLE AVE,,,ROCKVILLE CENTRE,NY,11570,1500,40.658566,-73.637324
Nassau,283447,Store,JAC,JUNG HONG JIK,7-ELEVEN STORE 34228A,250-50,JERICHO TPKE,,,BELLEROSE VILLAGE,NY,11001,1400,40.729055,-73.701583
Nassau,702390,Store,JAC,EAST ROCK ENTERPRISES INC,EAST ROCK ENTERPRISES,136,MAIN ST,,,EAST ROCKAWAY,NY,11518,1000,40.641811,-73.666436
Nassau,702308,Store,JABC,VICTORIAS MARKET INC,VICTORIAS MARKET,8047,JERICHO TPKE,,,WOODBURY,NY,11797,7600,40.814865,-73.474592
Nassau,707718,Store,JAC,SEAFORD HI FOOD MARKET CORP,SEAFORD HI FOOD MARKET,1694,WASHINGTON AVE,,,SEAFORD,NY,11783,1800,40.682199,-73.484978
Nassau,713120,Store,JAC,HILLSIDE LAKEVILLE SERVICE INC,SUNOCO GAS MART,720,HILLSIDE AVE,,,NEW HYDE PARK,NY,11040,500,40.742968,-73.693923
Nassau,707732,Store,JAC,MONSTER NUTRITION INC,MONSTER NUTRITION,319,NORTHWEST DR,,,FARMINGDALE,NY,11735,1150,40.717428,-73.457929
Nassau,283444,Store,JAC,WOODMERE MINI MART INC,SMITTYS SUPERETTE,700,W BROADWAY,,,WOODMERE,NY,11598,3500,40.627808,-73.721755
Nassau,707793,Store,A,3990 LDB CORP,BARN THE,3990,JERUSALEM AVE,,,SEAFORD,NY,11783,1000,40.6911,-73.485706
Nassau,712998,Store,A,CROSS LAND NEWS INC,CROSS LAND NEWS,88,W COLUMBIA ST,,,HEMPSTEAD,NY,11550,500,40.711671,-73.625227
Nassau,702217,Store,JAC,PRAGAT 3300 CORP,WANTAGH STOP & GO CONVE,3300,SUNRISE HIGHWAY,,,WANTAGH,NY,11793,1500,40.672127,-73.507477
Nassau,708005,Store,JAC,DIVINE OLIVE CORP THE,DIVINE OLIVE THE,281,MAIN ST,,,FARMINGDALE,NY,11735,1350,40.732718,-73.44585
Nassau,716326,Store,JAC,ELLICO USA INC,SUSHI BY JAY CONCESSION,65,SHORE RD,,,PORT WASHINGTON,NY,11050,100,40.838367,-73.703505
Nassau,719576,Store,A,SPEEDWAY LLC,SPEEDWAY #07633,2670,MERRICK RD,,,BELLMORE,NY,11710,600,40.66332,-73.527038
Nassau,718288,Store,JAC,SUPER DELI & GROCERY DR CORP,SUPER DELI & GROCERY DR,399,ATLANTIC AVE,,,FREEPORT,NY,11520,800,40.644514,-73.59338
Nassau,283107,Store,JAC,OLD COUNTRY DAIRY BARN INC,OLD COUNTRY DAIRY BARN,645,OLD COUNTRY RD,,,PLAINVIEW,NY,11803,500,40.771933,-73.490257
Nassau,283113,Store,JABC,CHOCOLATE DUCK LTD,CHOCOLATE DUCK,310,MAIN ST,,,FARMINGDALE,NY,11735,5200,40.73191,-73.445721
Nassau,716314,Store,JAC,DAYA FOODS INC,DAYA FOODS,61,W COLUMBIA ST,,,HEMPSTEAD,NY,11550,1200,40.711515,-73.625798
Nassau,713045,Store,JACDH,PICKLE ME PETE LLC,PICKLE ME PETE,53,BLOOMINGDALE ROAD,,,HICKSVILLE,NY,11801,1500,40.748239,-73.505411
Nassau,714180,Store,JAC,CHARMY CREATIONS INC,SUPER CONVENIENCE STORE,129,POST AVE,,,WESTBURY,NY,11590,2000,40.75323,-73.587825
Nassau,283134,Store,A,SHYAM MANANDHAR,NEW STATION LIRR,nan,FRONT ST,,,MASSAPEQUA PARK,NY,11762,100,nan,nan
Nassau,702089,Store,JAC,ALMONTE STREAM FOOD CORP,KEY FOOD 1648,935,ROSEDALE RD,,,VALLEY STREAM,NY,11581,10000,40.652969,-73.723588
Nassau,283128,Store,JABC,GOURMET COOKIES&PASTRIES INC,GRMT COOKIES&PASTRIES,698,CENTRAL AVE,,,CEDARHURST,NY,11516,1750,40.625589,-73.718366
Nassau,283805,Store,JAC,221 BALDWIN FUEL  CORP,CITGO,221,BALDWIN RD,,,HEMPSTEAD,NY,11550,900,40.695033,-73.614729
